,feature-0014,feature-0029,feature-0048,feature-0057,feature-0061,feature-0080,feature-0273,feature-0282,feature-0304,feature-0336,feature-0350,feature-0359,feature-0367,feature-0411,feature-0430,feature-0462,feature-0482,feature-0483,feature-0485,feature-0501,feature-0510,feature-0533,feature-0573,feature-0579,feature-0598,feature-0689,feature-0694,feature-0697,feature-0703,feature-0764,feature-0812,feature-0853,feature-0856,feature-0862,feature-0870,feature-0934,feature-0972,feature-0982,feature-1002,feature-1054,feature-1073,feature-1088,feature-1105,feature-1136,feature-1137
Sample_0035_Non-LCa,11.441229383543801,828.206379102171,15579.7185045868,135.366272230162,254.386329233115,25172.3282770189,1931.9789591857398,89.5531062052935,19451.7634340127,17426.343930496398,42.33393,5545.81215932176,45.1057662473435,198.98066007321603,232198.513652808,110.678700681952,53.56975546946779,11.0231601275533,33.0825684225088,52.624269999999996,7236.07734143862,2528.24715689304,13.2253905883902,14.9392569521354,7740.06911580213,41952.0332559775,2675.90952004589,155.432605771302,87.75367829290221,12797.1981939553,97451.0827124985,51566.01,29.824640242979303,64155.5161261962,30177.155110164702,21787.9921465462,41.03386,5923.63670499261,8877.773220715459,506.22737675109397,78654.3623934317,85.9317731824274,152399.215113318,2252.99176070568,6759.71221132047
Sample_0036_Non-LCa,18.0849130469846,3662.82923824221,17426.343930496398,453.228853936807,863.3128913421291,30177.155110164702,2139.98805468982,108.317860395874,5545.81215932176,10181.4883221663,46.63559,9512.63251640146,34.9395235885405,380.31069337108596,232198.513652808,355.83225493626196,79.29904113099771,7.3125447449605705,56.5822168314823,138.5324,8877.773220715459,5192.81196468206,8.53049335844454,8.99385637724984,21787.9921465462,41952.0332559775,2675.90952004589,421.616342639836,87.75367829290221,19451.7634340127,78654.3623934317,97451.08,71.7014519753727,51566.010063122005,25172.3282770189,11776.6392333358,25.61455,7236.07734143862,10899.865321385601,105.98660692426,64155.5161261962,148.386196474162,152399.215113318,5923.63670499261,4852.0476758985
Sample_0037_Non-LCa,15.5430998734818,1166.319710388,25172.3282770189,155.432605771302,233.49665564520802,17426.343930496398,2252.99176070568,79.29904113099771,12797.1981939553,19451.7634340127,37.51425,9512.63251640146,63.5475958878296,209.703574502162,232198.513652808,105.98660692426,77.74548898454009,10.2083415548848,29.470252994257898,87.75368,10181.4883221663,2528.24715689304,10.090970678447501,12.442594895297301,15579.7185045868,51566.010063122005,6332.11299992453,91.4024163082272,97.2755682163848,8877.773220715459,78654.3623934317,97451.08,22.376270287449998,41952.0332559775,30177.155110164702,21787.9921465462,28.40597,5192.81196468206,8308.73480684338,93.2325163220042,64155.5161261962,68.8494526972984,152399.215113318,2842.7863457124104,4852.0476758985
Sample_0038_Non-LCa,16.6352748400915,233.49665564520802,15579.7185045868,179.976799311603,97.2755682163848,17426.343930496398,1070.92459065281,59.96678008202699,30177.155110164702,25172.3282770189,29.47025,5545.81215932176,33.5267910760004,277.392560305038,232198.513652808,42.3339257305628,41.6694090892834,9.52180015022916,24.5196478039582,48.214859999999994,8308.73480684338,392.837518048399,9.40686571654418,12.392569556608601,6332.11299992453,51566.010063122005,2252.99176070568,36.4506124310931,115.498816274161,1454.2120600298301,64155.5161261962,41952.03,20.0477092606933,78654.3623934317,21787.9921465462,10899.865321385601,21.32903,3662.82923824221,10181.4883221663,1667.73858489636,97451.0827124985,45.1057662473435,152399.215113318,593.611671150147,7236.07734143862
Sample_0039_Non-LCa,11.778666521756001,5192.81196468206,21787.9921465462,943.2734728139619,984.1936777813651,19451.7634340127,2675.90952004589,175.60827454870602,7740.06911580213,5923.63670499261,33.082570000000004,3662.82923824221,45.870562930770504,2381.82495074225,152399.215113318,113.066057970613,57.679426916205394,8.80878093810987,148.386196474162,179.9768,12797.1981939553,8308.73480684338,8.860269731844731,74.63634275904091,64155.5161261962,30177.155110164702,7236.07734143862,80.92728963512499,1272.8461432081501,51566.010063122005,41952.0332559775,97451.08,21.7338074902033,15579.7185045868,25172.3282770189,17426.343930496398,25.89271,3426.57091133942,4221.13135958984,184.512439305276,78654.3623934317,367.711492944881,232198.513652808,8877.773220715459,1836.0739251549398
Sample_0040_Non-LCa,11.3620645914267,570.7599181686061,19451.7634340127,48.214860646833,179.976799311603,25172.3282770189,984.1936777813651,97.2755682163848,21787.9921465462,17426.343930496398,46.63559,4221.13135958984,38.073202839490705,101.53100011269699,232198.513652808,74.63634275904091,30.1907616163388,10.7820364382658,23.7566219233528,42.33393,14023.704006208798,1331.1921790084,11.6916138044259,11.481834337226,10899.865321385601,41952.0332559775,1667.73858489636,59.96678008202699,52.6242704202596,5923.63670499261,64155.5161261962,51566.01,29.824640242979303,78654.3623934317,30177.155110164702,15579.7185045868,43.68908,7236.07734143862,12797.1981939553,261.77233759056196,97451.0827124985,66.15083665720671,152399.215113318,1454.2120600298301,8308.73480684338
Sample_0041_LCa,11.915735402430698,1836.0739251549398,25172.3282770189,175.60827454870602,227.320096533558,10181.4883221663,4852.0476758985,155.432605771302,14023.704006208798,21787.9921465462,50.7786,11776.6392333358,51.6828106639928,254.386329233115,232198.513652808,141.838947696022,99.3405769468207,11.8224391067031,35.9378393068898,62.300419999999995,15579.7185045868,4537.8041803052,11.401234991315901,13.606993942955,41952.0332559775,78654.3623934317,7740.06911580213,77.74548898454009,120.702075582343,8877.773220715459,64155.5161261962,97451.08,24.5196478039582,17426.343930496398,30177.155110164702,19451.7634340127,33.99191,3215.2137194297497,3921.6220505032898,40.4159359410456,51566.010063122005,73.14087853937879,152399.215113318,4221.13135958984,2139.98805468982
Sample_0042_Non-LCa,10.2854909646996,901.8004690409151,11776.6392333358,294.42909455968,189.249340357013,12797.1981939553,1589.53973446776,68.8494526972984,17426.343930496398,19451.7634340127,21.733810000000002,6759.71221132047,70.2325010571459,322.93778558439203,232198.513652808,77.74548898454009,51.6828106639928,8.37120064853578,34.9395235885405,36.45061,8877.773220715459,2030.9856345440198,11.481834337226,19.2294124519583,8308.73480684338,41952.0332559775,3921.6220505032898,46.635585807651,135.366272230162,15579.7185045868,97451.0827124985,51566.01,25.6145519197142,64155.5161261962,30177.155110164702,25172.3282770189,22.80536,3215.2137194297497,5545.81215932176,526.5307706908529,78654.3623934317,49.0486088855297,152399.215113318,2381.82495074225,4852.0476758985
Sample_0043_Non-LCa,10.9533542549051,1166.319710388,21787.9921465462,79.29904113099771,233.49665564520802,25172.3282770189,1667.73858489636,91.4024163082272,10181.4883221663,12797.1981939553,47.42284,6759.71221132047,59.96678008202699,123.47744883288999,232198.513652808,108.317860395874,56.5822168314823,9.655523458236,34.456609647429296,51.682809999999996,7740.06911580213,3426.57091133942,11.2854889982319,10.8153396729161,14023.704006208798,41952.0332559775,2528.24715689304,138.53237727081,68.8494526972984,19451.7634340127,97451.0827124985,64155.52,28.071462007249604,51566.010063122005,30177.155110164702,17426.343930496398,41.03386,7236.07734143862,9512.63251640146,118.082862653931,78654.3623934317,80.92728963512499,152399.215113318,3017.03192133755,5923.63670499261
Sample_0044_Non-LCa,9.90119348564469,699.243150122401,6759.71221132047,670.918723923204,548.538167069048,41952.0332559775,1166.319710388,198.98066007321603,11776.6392333358,6332.11299992453,42.33393,1836.0739251549398,59.96678008202699,794.947978911189,232198.513652808,144.962771302323,31.784269716630803,12.193349394888301,80.92728963512499,85.93177,7236.07734143862,1520.1000912033999,10.8485794566839,28.071462007249604,5923.63670499261,30177.155110164702,2252.99176070568,159.191943645763,312.738478703014,21787.9921465462,51566.010063122005,64155.52,31.3702316581962,97451.0827124985,15579.7185045868,9512.63251640146,40.41594,5545.81215932176,14023.704006208798,8308.73480684338,78654.3623934317,179.976799311603,152399.215113318,1391.28404036806,17426.343930496398
Sample_0045_LCa,15.2814568409398,901.8004690409151,21787.9921465462,179.976799311603,184.512439305276,10899.865321385601,3426.57091133942,79.29904113099771,30177.155110164702,25172.3282770189,28.40597,6759.71221132047,23.0386207327811,141.838947696022,232198.513652808,87.75367829290221,126.322154083472,10.0248877000071,21.7338074902033,63.5476,17426.343930496398,2030.9856345440198,10.7820364382658,10.533920673207302,15579.7185045868,51566.010063122005,2675.90952004589,51.6828106639928,74.63634275904091,4537.8041803052,97451.0827124985,64155.52,25.6145519197142,41952.0332559775,19451.7634340127,14023.704006208798,17.4417,3215.2137194297497,5923.63670499261,487.995813577437,78654.3623934317,47.4228416267665,152399.215113318,2381.82495074225,3921.6220505032898
Sample_0046_Non-LCa,12.242470315291701,1117.70116449842,25172.3282770189,470.136339529948,322.93778558439203,11776.6392333358,4221.13135958984,115.498816274161,21787.9921465462,19451.7634340127,36.976890000000004,7740.06911580213,61.140044682319704,984.1936777813651,232198.513652808,120.702075582343,84.2517950073013,8.51911032275331,39.795824986159204,68.84945,14023.704006208798,1931.9789591857398,9.719155141783132,10.3923083399688,17426.343930496398,41952.0332559775,6759.71221132047,91.4024163082272,269.35208206311796,10899.865321385601,64155.5161261962,97451.08,21.5329980068964,51566.010063122005,30177.155110164702,15579.7185045868,24.26857,4852.0476758985,5923.63670499261,670.918723923204,78654.3623934317,118.082862653931,152399.215113318,1836.0739251549398,3921.6220505032898
Sample_0047_Non-LCa,10.9874267877086,2139.98805468982,25172.3282770189,699.243150122401,1070.92459065281,41952.0332559775,1931.9789591857398,261.77233759056196,5545.81215932176,3017.03192133755,76.17357,3662.82923824221,254.386329233115,1166.319710388,232198.513652808,285.644299486775,74.63634275904091,9.86216131170461,148.386196474162,29.47025,5923.63670499261,3215.2137194297497,13.9429951894555,25.6145519197142,14023.704006208798,51566.010063122005,6332.11299992453,421.616342639836,209.703574502162,30177.155110164702,17426.343930496398,97451.08,35.9378393068898,64155.5161261962,19451.7634340127,10899.865321385601,82.57323000000001,7236.07734143862,21787.9921465462,1589.53973446776,78654.3623934317,269.35208206311796,152399.215113318,4537.8041803052,8308.73480684338
Sample_0048_Non-LCa,11.441229383543801,2030.9856345440198,17426.343930496398,50.778602119226896,198.98066007321603,21787.9921465462,1589.53973446776,55.55096800004001,19451.7634340127,15579.7185045868,33.526790000000005,8877.773220715459,48.214860646833,184.512439305276,232198.513652808,85.9317731824274,56.5822168314823,9.494844149146891,30.980815741990003,26.48583,14023.704006208798,3921.6220505032898,10.7480569099158,12.442594895297301,4537.8041803052,41952.0332559775,2675.90952004589,66.15083665720671,64.7781396994912,12797.1981939553,78654.3623934317,51566.01,32.2019323363262,64155.5161261962,30177.155110164702,25172.3282770189,35.93784,7740.06911580213,10181.4883221663,227.320096533558,97451.0827124985,67.4421170742017,152399.215113318,4852.0476758985,5545.81215932176
Sample_0049_Non-LCa,12.392569556608601,901.8004690409151,21787.9921465462,762.428505477662,261.77233759056196,25172.3282770189,2842.7863457124104,115.498816274161,10181.4883221663,11776.6392333358,31.784270000000003,5192.81196468206,55.55096800004001,794.947978911189,232198.513652808,97.2755682163848,64.7781396994912,8.29458478273668,35.9378393068898,53.569759999999995,10899.865321385601,1931.9789591857398,10.447119751667,10.685224140941301,8877.773220715459,41952.0332559775,4852.0476758985,89.5531062052935,254.386329233115,14023.704006208798,64155.5161261962,78654.36,21.5329980068964,51566.010063122005,30177.155110164702,17426.343930496398,33.526790000000005,6759.71221132047,8308.73480684338,863.3128913421291,97451.0827124985,105.98660692426,152399.215113318,2030.9856345440198,7740.06911580213
Sample_0050_Non-LCa,10.233797130890801,1667.73858489636,21787.9921465462,108.317860395874,380.31069337108596,25172.3282770189,2252.99176070568,95.20466004738279,17426.343930496398,19451.7634340127,34.93952,10181.4883221663,39.19984070009,198.98066007321603,232198.513652808,126.322154083472,63.5475958878296,9.96247477125188,37.514253269444296,42.33393,11776.6392333358,2842.7863457124104,11.0231601275533,14.7760015313076,15579.7185045868,51566.010063122005,3921.6220505032898,175.60827454870602,105.98660692426,12797.1981939553,97451.0827124985,78654.36,22.593518734393896,41952.0332559775,30177.155110164702,14023.704006208798,43.68908,6332.11299992453,10899.865321385601,227.320096533558,64155.5161261962,110.678700681952,152399.215113318,3426.57091133942,4537.8041803052
Sample_0051_LCa,11.6481608936464,1272.8461432081501,25172.3282770189,82.57323158217359,392.837518048399,21787.9921465462,2030.9856345440198,89.5531062052935,12797.1981939553,17426.343930496398,67.44211999999999,10181.4883221663,61.140044682319704,184.512439305276,232198.513652808,120.702075582343,47.4228416267665,12.242470315291701,45.870562930770504,53.569759999999995,11776.6392333358,3215.2137194297497,11.5648458262678,13.804520937910302,10899.865321385601,51566.010063122005,3662.82923824221,132.276438599231,85.9317731824274,19451.7634340127,78654.3623934317,64155.52,24.5196478039582,41952.0332559775,30177.155110164702,15579.7185045868,68.84945,6332.11299992453,7236.07734143862,198.98066007321603,97451.0827124985,95.20466004738279,152399.215113318,3017.03192133755,4537.8041803052
Sample_0052_LCa,9.57871351597213,3215.2137194297497,25172.3282770189,437.027507684822,901.8004690409151,17426.343930496398,5545.81215932176,132.276438599231,19451.7634340127,10181.4883221663,70.2325,7740.06911580213,135.366272230162,526.5307706908529,232198.513652808,204.27935851752102,159.191943645763,9.482246053536821,99.3405769468207,89.55311,11776.6392333358,8877.773220715459,16.0137218461147,36.4506124310931,15579.7185045868,64155.5161261962,4852.0476758985,171.344233089828,209.703574502162,41952.0332559775,78654.3623934317,97451.08,27.7388829335576,14023.704006208798,30177.155110164702,21787.9921465462,61.14004,3426.57091133942,5192.81196468206,247.250629668951,51566.010063122005,163.148218388304,152399.215113318,9512.63251640146,2030.9856345440198
Sample_0053_LCa,10.260593846415599,2139.98805468982,19451.7634340127,74.63634275904091,322.93778558439203,25172.3282770189,1750.45738445436,89.5531062052935,7740.06911580213,6332.11299992453,40.41594,3017.03192133755,39.19984070009,312.738478703014,232198.513652808,105.98660692426,54.560376516045196,10.6538333414114,46.635585807651,55.55096999999999,12797.1981939553,4537.8041803052,12.2931385552198,14.4585366400263,10899.865321385601,64155.5161261962,2381.82495074225,148.386196474162,110.678700681952,30177.155110164702,41952.0332559775,78654.36,25.6145519197142,51566.010063122005,21787.9921465462,17426.343930496398,43.68908,8308.73480684338,10181.4883221663,406.817520865886,97451.0827124985,99.3405769468207,152399.215113318,5923.63670499261,7236.07734143862
Sample_0054_Non-LCa,16.6352748400915,1667.73858489636,30177.155110164702,294.42909455968,863.3128913421291,25172.3282770189,1391.28404036806,285.644299486775,10899.865321385601,21787.9921465462,163.1482,11776.6392333358,73.14087853937879,421.616342639836,232198.513652808,470.136339529948,21.329026997715303,15.1082142632304,57.679426916205394,113.0661,15579.7185045868,4537.8041803052,13.2864592174404,14.7760015313076,12797.1981939553,41952.0332559775,2381.82495074225,762.428505477662,179.976799311603,8877.773220715459,51566.010063122005,78654.36,52.6242704202596,97451.0827124985,17426.343930496398,19451.7634340127,151.8477,9512.63251640146,10181.4883221663,28.7478453470677,64155.5161261962,312.738478703014,152399.215113318,2675.90952004589,7236.07734143862
Sample_0055_Non-LCa,11.171947767843301,901.8004690409151,12797.1981939553,189.249340357013,392.837518048399,30177.155110164702,943.2734728139619,135.366272230162,15579.7185045868,7236.07734143862,42.33393,3662.82923824221,53.56975546946779,261.77233759056196,232198.513652808,93.2325163220042,32.6267773198688,10.533920673207302,46.635585807651,62.300419999999995,5923.63670499261,2381.82495074225,16.2140417724928,24.5196478039582,14023.704006208798,41952.0332559775,1218.67335768311,144.962771302323,126.322154083472,25172.3282770189,64155.5161261962,51566.01,30.980815741990003,97451.0827124985,21787.9921465462,17426.343930496398,38.0732,6332.11299992453,8308.73480684338,984.1936777813651,78654.3623934317,151.847708563988,152399.215113318,2252.99176070568,11776.6392333358
Sample_0056_Non-LCa,10.069006581959,943.2734728139619,7740.06911580213,570.7599181686061,593.611671150147,64155.5161261962,1070.92459065281,175.60827454870602,11776.6392333358,3921.6220505032898,49.04861,1117.70116449842,53.56975546946779,453.228853936807,232198.513652808,204.27935851752102,27.0887437345057,11.1343320829452,71.7014519753727,54.56038,7236.07734143862,2030.9856345440198,9.881445720745381,25.3396385993112,6759.71221132047,25172.3282770189,1667.73858489636,209.703574502162,179.976799311603,21787.9921465462,41952.0332559775,51566.01,23.510982099256896,97451.0827124985,17426.343930496398,10899.865321385601,50.7786,10181.4883221663,19451.7634340127,4221.13135958984,78654.3623934317,247.250629668951,152399.215113318,1750.45738445436,30177.155110164702
Sample_0057_Non-LCa,10.9533542549051,762.428505477662,12797.1981939553,303.242752855959,118.082862653931,25172.3282770189,3017.03192133755,57.679426916205394,21787.9921465462,9512.63251640146,25.33964,3426.57091133942,45.870562930770504,355.83225493626196,232198.513652808,63.5475958878296,163.148218388304,9.45668569270739,19.5474181705606,54.56038,7236.07734143862,1166.319710388,12.392569556608601,13.476621212546,11776.6392333358,41952.0332559775,1750.45738445436,32.6267773198688,144.962771302323,19451.7634340127,78654.3623934317,64155.52,25.0627659085629,51566.010063122005,30177.155110164702,17426.343930496398,14.93926,6332.11299992453,8308.73480684338,1272.8461432081501,97451.0827124985,48.214860646833,152399.215113318,1836.0739251549398,6759.71221132047
